Item Name,Item ID,Item meta,Has NBT,Display Name
Railcraft:machine.alpha,788,0,false,世界锚
Railcraft:machine.alpha,788,2,false,个人锚
Railcraft:machine.alpha,788,13,false,被动锚
Railcraft:machine.alpha,788,4,false,管理员锚
Railcraft:machine.alpha,788,1,false,蒸汽涡轮机壳
Railcraft:machine.alpha,788,5,false,发烟器
Railcraft:machine.alpha,788,9,false,手动蒸汽陷阱
Railcraft:machine.alpha,788,10,false,自动蒸汽陷阱
Railcraft:machine.beta,789,0,false,铁质蓄水器壁板
Railcraft:machine.beta,789,1,false,铁质蓄水器量计
Railcraft:machine.beta,789,2,false,铁质蓄水器阀门
Railcraft:machine.beta,789,13,false,钢质蓄水器壁板
Railcraft:machine.beta,789,14,false,钢质蓄水器量计
Railcraft:machine.beta,789,15,false,钢质蓄水器阀门
Railcraft:machine.beta,789,5,false,固态燃料燃烧室
Railcraft:machine.beta,789,6,false,液态燃料燃烧室
Railcraft:machine.beta,789,3,false,低压锅炉
Railcraft:machine.beta,789,4,false,高压锅炉
Railcraft:machine.beta,789,7,false,民科蒸汽引擎
Railcraft:machine.beta,789,8,false,商用蒸汽引擎
Railcraft:machine.beta,789,9,false,工业蒸汽引擎
Railcraft:machine.beta,789,10,false,拱卫之锚
Railcraft:machine.beta,789,11,false,虚空箱子
Railcraft:machine.beta,789,12,false,金属箱子
Railcraft:track,790,4767,true,转辙轨道
Railcraft:track,790,2144,true,Y型轨道
Railcraft:track,790,0,true,交接轨道
Railcraft:track,790,0,true,控制轨道
Railcraft:track,790,20176,true,封锁轨道
Railcraft:track,790,23575,true,驻车轨道
Railcraft:track,790,0,true,乘车轨道
Railcraft:track,790,0,true,耦合轨道
Railcraft:track,790,0,true,机车鸣笛轨道
Railcraft:track,790,30516,true,机车调整轨道
Railcraft:track,790,16093,true,机车限速轨道
Railcraft:track,790,0,true,路由轨道
Railcraft:track,790,32363,true,缓停轨道
Railcraft:track,790,30946,true,单向轨道
Railcraft:track,790,0,true,方向感应轨道
Railcraft:track,790,0,true,单向门控轨道
Railcraft:track,790,19746,true,门控轨道
Railcraft:track,790,0,true,悬浮轨道
Railcraft:track,790,2264,true,倾倒轨道
Railcraft:track,790,736,true,木质轨道
Railcraft:track,790,0,true,木质推进轨道
Railcraft:track,790,0,true,木质交接轨道
Railcraft:track,790,19986,true,木质转辙轨道
Railcraft:track,790,0,true,木质Y型轨道
Railcraft:track,790,0,true,强化轨道
Railcraft:track,790,0,true,强化推进轨道
Railcraft:track,790,764,true,强化交接轨道
Railcraft:track,790,0,true,强化转辙轨道
Railcraft:track,790,0,true,强化Y型轨道
Railcraft:track,790,0,true,电力轨道
Railcraft:track,790,0,true,电力交接轨道
Railcraft:track,790,10488,true,电力转辙轨道
Railcraft:track,790,0,true,电力Y型轨道
Railcraft:track,790,816,true,高速轨道
Railcraft:track,790,0,true,高速推进轨道
Railcraft:track,790,26865,true,高速过渡轨道
Railcraft:track,790,7916,true,高速转辙轨道
Railcraft:track,790,0,true,高速Y型轨道
Railcraft:track,790,8103,true,引爆轨道
Railcraft:track,790,0,true,发射轨道
Railcraft:track.elevator,791,0,false,升降轨道
Railcraft:signal,792,4,false,转辙拉杆
Railcraft:signal,792,2,false,转辙马达
Railcraft:signal,792,5,false,路由转辙马达
Railcraft:signal,792,3,false,信号盒
Railcraft:signal,792,11,false,远程信号
Railcraft:signal,792,1,false,双头信号盒
Railcraft:signal,792,12,false,双头远程信号
Railcraft:signal,792,13,false,信号中继盒
Railcraft:signal,792,8,false,信号接收盒
Railcraft:signal,792,9,false,信号控制盒
Railcraft:signal,792,10,false,模拟信号控制盒
Railcraft:signal,792,7,false,信号计数盒
Railcraft:signal,792,6,false,信号同步盒
Railcraft:signal,792,0,false,信号互锁盒
Railcraft:stair,793,3,false,雪楼梯
Railcraft:stair,793,4,false,冰楼梯
Railcraft:stair,793,5,false,蓝冰楼梯
Railcraft:stair,793,6,false,铁楼梯
Railcraft:stair,793,43,false,钢楼梯
Railcraft:stair,793,40,false,铜楼梯
Railcraft:stair,793,41,false,锡楼梯
Railcraft:stair,793,42,false,铅楼梯
Railcraft:stair,793,7,false,金楼梯
Railcraft:stair,793,8,false,钻石楼梯
Railcraft:stair,793,39,false,黑曜石楼梯
Railcraft:stair,793,2,false,混凝土楼梯
Railcraft:stair,793,38,false,杂酚油方块楼梯
Railcraft:stair,793,13,false,深渊砖楼梯
Railcraft:stair,793,20,false,匀称深渊楼梯
Railcraft:stair,793,28,false,深渊楼梯
Railcraft:stair,793,36,false,深渊圆石楼梯
Railcraft:stair,793,1,false,地狱砖楼梯
Railcraft:stair,793,15,false,匀称地狱楼梯
Railcraft:stair,793,23,false,地狱楼梯
Railcraft:stair,793,31,false,地狱圆石楼梯
Railcraft:stair,793,12,false,污血砖楼梯
Railcraft:stair,793,19,false,匀称污血楼梯
Railcraft:stair,793,27,false,污血楼梯
Railcraft:stair,793,35,false,污血圆石楼梯
Railcraft:stair,793,0,false,沙岩砖楼梯
Railcraft:stair,793,14,false,匀称沙岩楼梯
Railcraft:stair,793,22,false,沙岩楼梯
Railcraft:stair,793,30,false,沙岩圆石楼梯
Railcraft:stair,793,11,false,白骨砖楼梯
Railcraft:stair,793,18,false,匀称白骨楼梯
Railcraft:stair,793,26,false,白骨楼梯
Railcraft:stair,793,34,false,白骨圆石楼梯
Railcraft:stair,793,21,false,均称下界楼梯
Railcraft:stair,793,29,false,下界方块楼梯
Railcraft:stair,793,37,false,下界圆石楼梯
Railcraft:stair,793,10,false,采掘砖楼梯
Railcraft:stair,793,17,false,匀称采掘楼梯
Railcraft:stair,793,25,false,采掘楼梯
Railcraft:stair,793,33,false,采掘圆石楼梯
Railcraft:stair,793,9,false,霜冻砖楼梯
Railcraft:stair,793,16,false,匀称霜冻楼梯
Railcraft:stair,793,24,false,霜冻楼梯
Railcraft:stair,793,32,false,霜冻圆石楼梯
Railcraft:slab,794,3,false,雪台阶
Railcraft:slab,794,4,false,冰台阶
Railcraft:slab,794,5,false,蓝冰台阶
Railcraft:slab,794,6,false,铁台阶
Railcraft:slab,794,43,false,钢台阶
Railcraft:slab,794,40,false,铜台阶
Railcraft:slab,794,41,false,锡台阶
Railcraft:slab,794,42,false,铅台阶
Railcraft:slab,794,7,false,金台阶
Railcraft:slab,794,8,false,钻石台阶
Railcraft:slab,794,39,false,黑曜石台阶
Railcraft:slab,794,2,false,混凝土台阶
Railcraft:slab,794,38,false,杂酚油方块台阶
Railcraft:slab,794,13,false,深渊砖台阶
Railcraft:slab,794,20,false,均称深渊台阶
Railcraft:slab,794,28,false,深渊台阶
Railcraft:slab,794,36,false,深渊圆石台阶
Railcraft:slab,794,1,false,地狱砖台阶
Railcraft:slab,794,15,false,匀称地狱砖台阶
Railcraft:slab,794,23,false,地狱台阶
Railcraft:slab,794,31,false,地狱圆石台阶
Railcraft:slab,794,12,false,污血砖台阶
Railcraft:slab,794,19,false,均称污血台阶
Railcraft:slab,794,27,false,污血台阶
Railcraft:slab,794,35,false,污血圆石台阶
Railcraft:slab,794,0,false,沙岩砖台阶
Railcraft:slab,794,14,false,匀称沙岩台阶
Railcraft:slab,794,22,false,沙岩台阶
Railcraft:slab,794,30,false,沙岩圆石台阶
Railcraft:slab,794,11,false,白骨砖台阶
Railcraft:slab,794,18,false,均称白骨台阶
Railcraft:slab,794,26,false,白骨台阶
Railcraft:slab,794,34,false,白骨圆石台阶
Railcraft:slab,794,21,false,匀称下界台阶
Railcraft:slab,794,29,false,下界方块台阶
Railcraft:slab,794,37,false,下界圆石台阶
Railcraft:slab,794,10,false,采掘砖台阶
Railcraft:slab,794,17,false,匀称采掘台阶
Railcraft:slab,794,25,false,采掘台阶
Railcraft:slab,794,33,false,采掘圆石台阶
Railcraft:slab,794,9,false,霜冻砖块台阶
Railcraft:slab,794,16,false,匀称霜冻台阶
Railcraft:slab,794,24,false,霜冻台阶
Railcraft:slab,794,32,false,霜冻圆石台阶
Railcraft:lantern.stone,795,0,false,深渊灯笼
Railcraft:lantern.stone,795,1,false,白骨灯笼
Railcraft:lantern.stone,795,2,false,污血灯笼
Railcraft:lantern.stone,795,3,false,霜冻灯笼
Railcraft:lantern.stone,795,4,false,地狱灯笼
Railcraft:lantern.stone,795,5,false,下界灯笼
Railcraft:lantern.stone,795,6,false,采掘灯笼
Railcraft:lantern.stone,795,7,false,沙岩灯笼
Railcraft:lantern.stone,795,8,false,沙石灯笼
Railcraft:lantern.stone,795,9,false,石灯笼
Railcraft:lantern.metal,796,0,false,铁灯笼
Railcraft:lantern.metal,796,1,false,金灯笼
Railcraft:lantern.metal,796,2,false,铜灯笼
Railcraft:lantern.metal,796,3,false,锡灯笼
Railcraft:lantern.metal,796,4,false,铅灯笼
Railcraft:lantern.metal,796,5,false,钢灯笼
Railcraft:brick.abyssal,797,0,false,深渊砖
Railcraft:brick.abyssal,797,1,false,匀称深渊方块
Railcraft:brick.abyssal,797,2,false,深渊方块
Railcraft:brick.abyssal,797,3,false,雕琢深渊方块
Railcraft:brick.abyssal,797,4,false,蚀刻深渊方块
Railcraft:brick.abyssal,797,5,false,深渊圆石
Railcraft:brick.bleachedbone,798,0,false,白骨砖
Railcraft:brick.bleachedbone,798,1,false,匀称白骨方块
Railcraft:brick.bleachedbone,798,2,false,白骨方块
Railcraft:brick.bleachedbone,798,3,false,雕琢白骨方块
Railcraft:brick.bleachedbone,798,4,false,蚀刻白骨方块
Railcraft:brick.bleachedbone,798,5,false,白骨圆石
Railcraft:brick.bloodstained,799,0,false,污血砖
Railcraft:brick.bloodstained,799,1,false,匀称污血方块
Railcraft:brick.bloodstained,799,2,false,污血方块
Railcraft:brick.bloodstained,799,3,false,雕琢污血方块
Railcraft:brick.bloodstained,799,4,false,蚀刻污血方块
Railcraft:brick.bloodstained,799,5,false,污血圆石
Railcraft:brick.frostbound,800,0,false,霜冻砖
Railcraft:brick.frostbound,800,1,false,匀称霜冻方块
Railcraft:brick.frostbound,800,2,false,霜冻方块
Railcraft:brick.frostbound,800,3,false,雕琢霜冻方块
Railcraft:brick.frostbound,800,4,false,蚀刻霜冻方块
Railcraft:brick.frostbound,800,5,false,霜冻圆石
Railcraft:brick.infernal,801,0,false,地狱砖
Railcraft:brick.infernal,801,1,false,匀称地狱方块
Railcraft:brick.infernal,801,2,false,地狱方块
Railcraft:brick.infernal,801,3,false,雕琢地狱方块
Railcraft:brick.infernal,801,4,false,蚀刻地狱方块
Railcraft:brick.infernal,801,5,false,地狱圆石
Railcraft:brick.quarried,802,0,false,采掘砖
Railcraft:brick.quarried,802,1,false,匀称采掘方块
Railcraft:brick.quarried,802,2,false,采掘方块
Railcraft:brick.quarried,802,3,false,雕琢采掘方块
Railcraft:brick.quarried,802,4,false,蚀刻采掘方块
Railcraft:brick.quarried,802,5,false,采掘圆石
Railcraft:brick.sandy,803,0,false,沙岩砖
Railcraft:brick.sandy,803,1,false,匀称沙岩方块
Railcraft:brick.sandy,803,2,false,沙岩方块
Railcraft:brick.sandy,803,3,false,雕琢沙岩方块
Railcraft:brick.sandy,803,4,false,蚀刻沙岩方块
Railcraft:brick.sandy,803,5,false,沙岩圆石
Railcraft:brick.nether,804,1,false,匀称下界方块
Railcraft:brick.nether,804,2,false,下界方块
Railcraft:brick.nether,804,3,false,雕琢下界方块
Railcraft:brick.nether,804,4,false,蚀刻下界方块
Railcraft:brick.nether,804,5,false,下界圆石
Railcraft:post,805,0,false,木桩
Railcraft:post,805,1,false,石桩
Railcraft:post,805,2,false,金属桩
Railcraft:post,805,4,false,木头平台
Railcraft:post,805,5,false,石头平台
Railcraft:post,805,6,false,金属平台
Railcraft:post.metal,806,0,false,黑色金属桩
Railcraft:post.metal,806,1,false,红色金属桩
Railcraft:post.metal,806,2,false,绿色金属桩
Railcraft:post.metal,806,3,false,棕色金属桩
Railcraft:post.metal,806,4,false,蓝色金属桩
Railcraft:post.metal,806,5,false,紫色金属桩
Railcraft:post.metal,806,6,false,青色金属桩
Railcraft:post.metal,806,7,false,淡灰色金属桩
Railcraft:post.metal,806,8,false,灰色金属桩
Railcraft:post.metal,806,9,false,粉色金属桩
Railcraft:post.metal,806,10,false,黄绿色金属桩
Railcraft:post.metal,806,11,false,黄色金属桩
Railcraft:post.metal,806,12,false,淡蓝色金属桩
Railcraft:post.metal,806,13,false,品红色金属桩
Railcraft:post.metal,806,14,false,橙色金属桩
Railcraft:post.metal,806,15,false,白色金属桩
Railcraft:post.metal.platform,807,0,false,黑色金属平台
Railcraft:post.metal.platform,807,1,false,红色金属平台
Railcraft:post.metal.platform,807,2,false,绿色金属平台
Railcraft:post.metal.platform,807,3,false,棕色金属平台
Railcraft:post.metal.platform,807,4,false,蓝色金属平台
Railcraft:post.metal.platform,807,5,false,紫色金属平台
Railcraft:post.metal.platform,807,6,false,青色金属平台
Railcraft:post.metal.platform,807,7,false,淡灰色金属平台
Railcraft:post.metal.platform,807,8,false,灰色金属平台
Railcraft:post.metal.platform,807,9,false,粉色金属平台
Railcraft:post.metal.platform,807,10,false,黄绿色金属平台
Railcraft:post.metal.platform,807,11,false,黄色金属平台
Railcraft:post.metal.platform,807,12,false,淡蓝色金属平台
Railcraft:post.metal.platform,807,13,false,品红色金属平台
Railcraft:post.metal.platform,807,14,false,橙色金属平台
Railcraft:post.metal.platform,807,15,false,白色金属平台
Railcraft:wall.alpha,808,0,false,地狱砖墙
Railcraft:wall.alpha,808,1,false,沙岩砖墙
Railcraft:wall.alpha,808,2,false,混凝土墙
Railcraft:wall.alpha,808,3,false,雪墙
Railcraft:wall.alpha,808,4,false,冰墙
Railcraft:wall.alpha,808,5,false,石砖墙
Railcraft:wall.alpha,808,6,false,苔石砖墙
Railcraft:wall.alpha,808,7,false,裂痕石砖墙
Railcraft:wall.alpha,808,8,false,錾制石砖墙
Railcraft:wall.alpha,808,9,false,下界砖墙
Railcraft:wall.alpha,808,10,false,砖墙
Railcraft:wall.alpha,808,11,false,沙石墙
Railcraft:wall.alpha,808,12,false,錾制沙石墙
Railcraft:wall.alpha,808,13,false,光滑沙石墙
Railcraft:wall.alpha,808,14,false,黑曜石墙
Railcraft:wall.alpha,808,15,false,霜冻砖墙
Railcraft:wall.beta,809,0,false,石英墙
Railcraft:wall.beta,809,1,false,錾制石英墙
Railcraft:wall.beta,809,2,false,铁墙
Railcraft:wall.beta,809,3,false,金墙
Railcraft:wall.beta,809,4,false,钻石墙
Railcraft:wall.beta,809,5,false,深渊砖墙
Railcraft:wall.beta,809,6,false,采掘砖墙
Railcraft:wall.beta,809,7,false,污血砖墙
Railcraft:wall.beta,809,8,false,白骨砖墙
Railcraft:glass,810,0,false,强化玻璃
Railcraft:glass,810,1,false,强化玻璃
Railcraft:glass,810,2,false,强化玻璃
Railcraft:glass,810,3,false,强化玻璃
Railcraft:glass,810,4,false,强化玻璃
Railcraft:glass,810,5,false,强化玻璃
Railcraft:glass,810,6,false,强化玻璃
Railcraft:glass,810,7,false,强化玻璃
Railcraft:glass,810,8,false,强化玻璃
Railcraft:glass,810,9,false,强化玻璃
Railcraft:glass,810,10,false,强化玻璃
Railcraft:glass,810,11,false,强化玻璃
Railcraft:glass,810,12,false,强化玻璃
Railcraft:glass,810,13,false,强化玻璃
Railcraft:glass,810,14,false,强化玻璃
Railcraft:glass,810,15,false,强化玻璃
Railcraft:detector,811,0,false,传感器-物品
Railcraft:detector,811,1,false,传感器-任意
Railcraft:detector,811,2,false,传感器-空
Railcraft:detector,811,3,false,传感器-生物
Railcraft:detector,811,4,false,传感器-动力
Railcraft:detector,811,5,false,传感器-玩家
Railcraft:detector,811,6,false,传感器-爆炸
Railcraft:detector,811,7,false,传感器-动物
Railcraft:detector,811,8,false,传感器-蓄水槽
Railcraft:detector,811,9,false,传感器-高级
Railcraft:detector,811,10,false,传感器-能量
Railcraft:detector,811,11,false,传感器-年龄
Railcraft:detector,811,12,false,传感器-列车
Railcraft:detector,811,13,false,传感器-羊
Railcraft:detector,811,14,false,传感器-村民
Railcraft:detector,811,15,false,传感器-火车头
Railcraft:detector,811,16,false,传感器-路由
Railcraft:machine.gamma,812,0,false,物品装载机
Railcraft:machine.gamma,812,1,false,物品卸载机
Railcraft:machine.gamma,812,2,false,高级物品装载机
Railcraft:machine.gamma,812,3,false,高级物品卸载机
Railcraft:machine.gamma,812,4,false,流体装载机
Railcraft:machine.gamma,812,5,false,流体卸载机
Railcraft:machine.gamma,812,6,false,能量装载机
Railcraft:machine.gamma,812,7,false,能量卸载机
Railcraft:machine.gamma,812,10,false,RF能量装载机
Railcraft:machine.gamma,812,11,false,RF能量卸载机
Railcraft:machine.gamma,812,8,false,矿车分车站
Railcraft:machine.gamma,812,9,false,列车分车站
Railcraft:machine.epsilon,813,0,false,电力供给单元
Railcraft:machine.epsilon,813,1,false,管理员电力供给单元
Railcraft:machine.epsilon,813,4,false,能量流转换机
Railcraft:machine.epsilon,813,3,false,轨道发射机
Railcraft:machine.epsilon,813,2,false,管理员蒸汽供给单元
Railcraft:machine.zeta,814,0,false,铝质蓄水器壁板
Railcraft:machine.zeta,814,1,false,铝质蓄水器量计
Railcraft:machine.zeta,814,2,false,铝质蓄水器阀门
Railcraft:machine.zeta,814,3,false,不锈钢蓄水器壁板
Railcraft:machine.zeta,814,4,false,不锈钢蓄水器量计
Railcraft:machine.zeta,814,5,false,不锈钢蓄水器阀门
Railcraft:machine.zeta,814,6,false,钛质蓄水器壁板
Railcraft:machine.zeta,814,7,false,钛质蓄水器量计
Railcraft:machine.zeta,814,8,false,钛质蓄水器阀门
Railcraft:machine.zeta,814,9,false,钨钢蓄水器壁板
Railcraft:machine.zeta,814,10,false,钨钢蓄水器量计
Railcraft:machine.zeta,814,11,false,钨钢蓄水器阀门
Railcraft:machine.zeta,814,12,false,钯质蓄水器壁板
Railcraft:machine.zeta,814,13,false,钯质蓄水器量计
Railcraft:machine.zeta,814,14,false,钯质蓄水器阀门
Railcraft:machine.eta,815,0,false,铱质蓄水器壁板
Railcraft:machine.eta,815,1,false,铱质蓄水器量计
Railcraft:machine.eta,815,2,false,铱质蓄水器阀门
Railcraft:machine.eta,815,3,false,锇质蓄水器壁板
Railcraft:machine.eta,815,4,false,锇质蓄水器量计
Railcraft:machine.eta,815,5,false,锇质蓄水器阀门
Railcraft:machine.eta,815,6,false,中子蓄水器壁板
Railcraft:machine.eta,815,7,false,中子蓄水器量计
Railcraft:machine.eta,815,8,false,中子蓄水器阀门
Railcraft:ore,816,2,false,暗黑钻石矿石
Railcraft:ore,816,3,false,暗黑绿宝石矿石
Railcraft:ore,816,4,false,暗黑青金石矿石
Railcraft:ore,816,5,false,火石矿石
Railcraft:worldlogic,817,0,false,硝石刷新器
Railcraft:firestone.recharge,818,0,false,再充能火石
Railcraft:frame,819,0,false,线缆支撑框架
Railcraft:machine.delta,820,0,false,电力分路线缆
Railcraft:fluid.creosote.bucket,4844,0,false,杂酚油桶
Railcraft:fluid.creosote.bottle,4845,0,false,杂酚油瓶
Railcraft:fluid.creosote.can,4846,0,false,杂酚油罐
Railcraft:fluid.creosote.cell,4847,0,false,杂酚油单元
Railcraft:fluid.creosote.wax,4848,0,false,杂酚油蜡胶囊
Railcraft:fluid.creosote.refactory,4849,0,false,杂酚油耐火胶囊
Railcraft:fluid.steam.bottle,4850,0,false,蒸汽瓶
Railcraft:tool.crowbar,4851,0,false,撬棍
Railcraft:tool.crowbar.reinforced,4852,0,false,强化撬棍
Railcraft:tool.magnifying.glass,4853,0,false,放大镜
Railcraft:armor.goggles,4854,0,false,铁路工护目镜
Railcraft:part.circuit,4855,0,false,控制器电路
Railcraft:part.circuit,4855,1,false,接收器电路
Railcraft:part.circuit,4855,2,false,信号电路
Railcraft:tool.steel.shears,4856,0,false,钢剪刀
Railcraft:tool.steel.sword,4857,0,false,钢剑
Railcraft:tool.steel.shovel,4858,0,false,钢铲
Railcraft:tool.steel.pickaxe,4859,0,false,钢镐
Railcraft:tool.steel.axe,4860,0,false,钢斧
Railcraft:tool.steel.hoe,4861,0,false,钢锄
Railcraft:armor.steel.helmet,4862,0,false,钢头盔
Railcraft:armor.steel.plate,4863,0,false,钢胸甲
Railcraft:armor.steel.legs,4864,0,false,钢护腿
Railcraft:armor.steel.boots,4865,0,false,钢靴子
Railcraft:armor.overalls,4866,0,false,工程师背带裤
Railcraft:nugget,4867,0,false,铁粒
Railcraft:nugget,4867,1,false,钢粒
Railcraft:nugget,4867,2,false,铜粒
Railcraft:nugget,4867,3,false,锡粒
Railcraft:nugget,4867,4,false,铅粒
Railcraft:ingot,4868,0,false,钢锭
Railcraft:ingot,4868,1,false,铜锭
Railcraft:ingot,4868,2,false,锡锭
Railcraft:ingot,4868,3,false,铅锭
Railcraft:part.railbed,4869,0,false,木质轨座
Railcraft:part.railbed,4869,1,false,石质轨座
Railcraft:part.tie,4870,0,false,枕木
Railcraft:part.tie,4870,1,false,枕石
Railcraft:part.rebar,4871,0,false,钢筋
Railcraft:part.rail,4872,0,false,标准导轨
Railcraft:part.rail,4872,1,false,高级导轨
Railcraft:part.rail,4872,2,false,木质导轨
Railcraft:part.rail,4872,3,false,高速导轨
Railcraft:part.rail,4872,4,false,强化导轨
Railcraft:part.rail,4872,5,false,电力导轨
Railcraft:fuel.coke,4873,0,false,焦煤
Railcraft:part.plate,4874,0,false,铁板
Railcraft:part.plate,4874,1,false,钢板
Railcraft:part.plate,4874,2,false,锡板
Railcraft:part.plate,4874,3,false,铜板
Railcraft:part.plate,4874,4,false,铅板
Railcraft:part.gear,4875,0,false,金板齿轮
Railcraft:part.gear,4875,1,false,铁齿轮
Railcraft:part.gear,4875,2,false,钢齿轮
Railcraft:part.gear,4875,3,false,锡齿轮轴套
Railcraft:cart.tnt.wood,4876,0,false,木质TNT矿车
Railcraft:cart.work,4877,0,false,工作台车
Railcraft:tool.surveyor,4878,0,false,信号域监测仪
Railcraft:tool.signal.tuner,4879,0,false,信号调谐器
Railcraft:tool.signal.label,4880,0,false,信号标签
Railcraft:part.signal.lamp,4881,0,false,信号灯
Railcraft:part.bleached.clay,4882,0,false,漂白粘土
Railcraft:cart.bore,4883,0,false,隧道盾构车
Railcraft:borehead.diamond,4884,0,false,钻石钻头
Railcraft:borehead.steel,4885,0,false,钢钻头
Railcraft:borehead.iron,4886,0,false,铁钻头
Railcraft:cart.track.relayer,4887,0,false,轨道替换车
Railcraft:cart.undercutter,4888,0,false,路基替换车
Railcraft:cart.track.layer,4889,0,false,轨道铺设车
Railcraft:cart.track.remover,4890,0,false,轨道拆除车
Railcraft:tool.notepad,4891,0,true,铁路工笔记本
Railcraft:cart.tank,4892,0,false,蓄水槽车
Railcraft:cart.cargo,4893,0,false,货运车
Railcraft:upgrade.lapotron,4894,0,false,兰波顿装载升级插件.name
Railcraft:cart.energy.batbox,4895,0,false,储电车
Railcraft:cart.energy.mfe,4896,0,false,MFE储电车
Railcraft:cart.energy.cesu,4897,0,false,CESU储电车
Railcraft:tool.crowbar.magic,4898,0,false,奥法撬棍
Railcraft:tool.crowbar.void,4899,0,false,虚空金属撬棍
Railcraft:dust,4900,0,false,黑曜石粉
Railcraft:dust,4900,1,false,硫磺
Railcraft:dust,4900,2,false,硝石
Railcraft:dust,4900,3,false,木炭粉
Railcraft:cart.anchor,4901,0,false,世界锚车
Railcraft:cart.anchor.personal,4902,0,false,私用锚车
Railcraft:cart.anchor.admin,4903,0,false,管理员锚车
Railcraft:cart.pumpkin,4904,0,false,南瓜车
Railcraft:cart.gift,4905,0,false,礼物车
Railcraft:tool.whistle.tuner,4906,0,false,鸣笛调谐器
Railcraft:cart.loco.steam.solid,4907,0,true,蒸汽机车
Railcraft:cart.loco.electric,4908,0,true,电力机车
Railcraft:cart.loco.creative,4909,0,true,永动机车
Railcraft:routing.table,4910,0,false,列车时刻表
Railcraft:routing.ticket.gold,4911,0,false,黄金车票
Railcraft:routing.ticket,4912,0,false,火车票
Railcraft:firestone.raw,4913,0,false,天然火石
Railcraft:firestone.cut,4914,0,false,切割火石
Railcraft:firestone.refined,4915,5000,false,精炼火石
Railcraft:firestone.refined,4915,0,false,精炼火石
Railcraft:firestone.cracked,4916,5000,false,碎裂火石
Railcraft:firestone.cracked,4916,0,false,碎裂火石
Railcraft:tool.electric.meter,4917,0,false,电表
Railcraft:part.turbine.rotor,4918,0,false,涡轮机转子
Railcraft:part.turbine.disk,4919,0,false,涡轮机轮盘
Railcraft:part.turbine.blade,4920,0,false,涡轮机轮叶
Railcraft:cart.redstone.flux,4921,0,false,RF储能车
Railcraft:backpack.trackman.t1,10407,0,false,铁路工背包
Railcraft:backpack.trackman.t2,10408,0,false,编织的铁路工背包
Railcraft:backpack.iceman.t1,10409,0,false,冰原旅者背包
Railcraft:backpack.iceman.t2,10410,0,false,编织的冰原旅者背包
Railcraft:backpack.apothecary.t1,10411,0,false,药剂师背包
Railcraft:backpack.apothecary.t2,10412,0,false,编织的药剂师背包
RandomThings:playerinterface,2393,0,false,玩家接口
RandomThings:creativePlayerInterface,2394,0,false,创造模式玩家接口
RandomThings:fluidDisplay,2395,0,false,液体伪装方块
RandomThings:advancedFluidDisplay,2396,0,false,高级液体伪装方块
RandomThings:fertilizedDirt,2397,0,false,沃土
RandomThings:fertilizedDirt_tilled,2398,0,false,沃土
RandomThings:itemCollector,2399,0,false,物品收集器
RandomThings:advancedItemCollector,2400,0,false,高级物品收集器
RandomThings:onlineDetector,2401,0,false,在线侦测器
RandomThings:moonSensor,2402,0,false,月相传感器
RandomThings:bloodMoonSensor,2403,0,false,血月传感器
RandomThings:notificationInterface,2404,0,false,通知接口
RandomThings:lapisLamp,2405,0,false,青金石灯
RandomThings:wirelessLever,2406,0,false,无线拉杆
RandomThings:dyeingMachine,2407,0,false,混色机器
RandomThings:spectreGlass,2408,0,false,灵魂玻璃
RandomThings:energyDistributor,2409,0,false,能量分配器
RandomThings:enderEnergyDistributor,2410,0,false,末影能量分配器
RandomThings:spectreBlock,2411,0,false,黑色幽灵方块
RandomThings:spectreBlock,2411,1,false,红色幽灵方块
RandomThings:spectreBlock,2411,2,false,绿色幽灵方块
RandomThings:spectreBlock,2411,3,false,棕色幽灵方块
RandomThings:spectreBlock,2411,4,false,蓝色幽灵方块
RandomThings:spectreBlock,2411,5,false,紫色幽灵方块
RandomThings:spectreBlock,2411,6,false,青色幽灵方块
RandomThings:spectreBlock,2411,7,false,淡灰色幽灵方块
RandomThings:spectreBlock,2411,8,false,灰色幽灵方块
RandomThings:spectreBlock,2411,9,false,粉红色幽灵方块
RandomThings:spectreBlock,2411,10,false,黄绿色幽灵方块
RandomThings:spectreBlock,2411,11,false,黄色幽灵方块
RandomThings:spectreBlock,2411,12,false,淡蓝色幽灵方块
RandomThings:spectreBlock,2411,13,false,品红色幽灵方块
RandomThings:spectreBlock,2411,14,false,橙色幽灵方块
RandomThings:spectreBlock,2411,15,false,白色幽灵方块
RandomThings:imbuingStation,2412,0,false,激素药水酿造台
RandomThings:whitestone,7421,0,false,白石 <未充能>
RandomThings:whitestone,7421,1,false,白石 <充能>
RandomThings:voidStone,7422,0,false,虚空之石
RandomThings:dropFilter,7423,0,true,掉落物过滤器
RandomThings:dropFilter,7423,1,true,虚空掉落物过滤器
RandomThings:spectreKey,7424,0,false,灵魂之匙
RandomThings:opSpectreKey,7425,0,false,管理者灵魂之匙
RandomThings:spectreHelmet,7426,0,false,灵魂头盔
RandomThings:spectreChestplate,7427,0,false,灵魂胸甲
RandomThings:spectreLeggings,7428,0,false,灵魂护腿
RandomThings:spectreBoots,7429,0,false,灵魂靴子
RandomThings:spectreSword,7430,0,false,灵魂之剑
RandomThings:imbue,7431,0,false,毒性激素药水
RandomThings:imbue,7431,1,false,经验激素药水
RandomThings:imbue,7431,2,false,火焰激素药水
